"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","icao_code","iata_code","gps_code","local_code","home_link","wikipedia_link","keywords"
6924,"07FA","medium_airport","Ocean Reef Club Airport",25.325399,-80.274803,8,"NA","US","US-FL","Key Largo","no",,"OCA","07FA","07FA","https://www.oceanreef.com/community/private-airport-1345.html","https://en.wikipedia.org/wiki/Ocean_Reef_Club_Airport",
12243,"5A8","medium_airport","Aleknagik / New Airport",59.2826004028,-158.617996216,66,"NA","US","US-AK","Aleknagik","yes",,"WKK","5A8","5A8",,"https://en.wikipedia.org/wiki/Aleknagik_Airport",
18945,"K61B","medium_airport","Boulder City Municipal Airport",35.947161,-114.858799,2201,"NA","US","US-NV","Boulder City","yes",,"BLD","KBVU","BVU",,"https://en.wikipedia.org/wiki/Boulder_City_Municipal_Airport","61B"
18966,"K67L","medium_airport","Mesquite Airport",36.833105,-114.055928,1978,"NA","US","US-NV","Mesquite","no",,"MFH","K67L","67L","http://www.cityofmesquite.com/457/Airport-Mesquite-Metro-Airport","https://en.wikipedia.org/wiki/Mesquite_Airport",
19033,"K76F","medium_airport","Van Zandt County Regional Airport",32.681499,-95.9841,518,"NA","US","US-TX","Wills Point","no",,,"K76F","76F",,"https://en.wikipedia.org/wiki/Van_Zandt_County_Regional_Airport",
19042,"K79J","medium_airport","South Alabama Regional At Bill Benton Field Airport",31.3088,-86.393799,310,"NA","US","US-AL","Andalusia/Opp","no",,,"K79J","79J",,"https://en.wikipedia.org/wiki/Andalusia-Opp_Airport","Andalusia Opp Airport"
3356,"KABE","medium_airport","Lehigh Valley International Airport",40.651773,-75.442797,393,"NA","US","US-PA","Allentown/Bethlehem","yes","KABE","ABE","KABE","ABE","https://flyabe.com","https://en.wikipedia.org/wiki/Lehigh_Valley_International_Airport","Allentown–Bethlehem–Easton International Airport"
3357,"KABI","medium_airport","Abilene Regional Airport",32.4113006592,-99.68190002440001,1791,"NA","US","US-TX","Abilene","yes","KABI","ABI","KABI","ABI",,"https://en.wikipedia.org/wiki/Abilene_Regional_Airport",
16091,"KABQ","large_airport","Albuquerque International Sunport",35.039976,-106.608925,5355,"NA","US","US-NM","Albuquerque","yes","KABQ","ABQ","KABQ","ABQ","http://www.abqsunport.com/","https://en.wikipedia.org/wiki/Albuquerque_International_Sunport",
3358,"KABR","medium_airport","Aberdeen Regional Airport",45.449100494384766,-98.42179870605469,1302,"NA","US","US-SD","Aberdeen","yes","KABR","ABR","KABR","ABR",,"https://en.wikipedia.org/wiki/Aberdeen_Regional_Airport",
3359,"KABY","medium_airport","Southwest Georgia Regional Airport",31.532946,-84.196215,197,"NA","US","US-GA","Albany","yes","KABY","ABY","KABY","ABY",,"https://en.wikipedia.org/wiki/Southwest_Georgia_Regional_Airport",
3360,"KACK","medium_airport","Nantucket Memorial Airport",41.25310135,-70.06020355,47,"NA","US","US-MA","Nantucket","yes","KACK","ACK","KACK","ACK",,"https://en.wikipedia.org/wiki/Nantucket_Memorial_Airport",
3361,"KACT","medium_airport","Waco Regional Airport",31.611299514770508,-97.23049926757812,516,"NA","US","US-TX","Waco","yes","KACT","ACT","KACT","ACT",,"https://en.wikipedia.org/wiki/Waco_Regional_Airport",
3362,"KACV","medium_airport","California Redwood Coast-Humboldt County Airport",40.978101,-124.109,221,"NA","US","US-CA","Arcata/Eureka","yes","KACV","ACV","KACV","ACV","https://flyacv.com","https://en.wikipedia.org/wiki/Arcata-Eureka_Airport","Arcata Airport, Arcata–Eureka Airport"
3363,"KACY","medium_airport","Atlantic City International Airport",39.456201,-74.577511,75,"NA","US","US-NJ","Atlantic City","yes","KACY","ACY","KACY","ACY","https://acairport.com","https://en.wikipedia.org/wiki/Atlantic_City_International_Airport",
19235,"KADH","medium_airport","Ada Regional Airport",34.805214,-96.671988,1016,"NA","US","US-OK","Ada","no","KADH","ADT","KADH","ADH",,"https://en.wikipedia.org/wiki/Ada_Municipal_Airport","Ada Municipal"
3364,"KADW","medium_airport","Joint Base Andrews",38.810799,-76.866997,280,"NA","US","US-MD","Camp Springs","no","KADW","ADW","KADW","ADW","http://www.jba.af.mil/","https://en.wikipedia.org/wiki/Joint_Base_Andrews","Andrews Air Force Base"
19242,"KAEG","medium_airport","Double Eagle II Airport",35.145199,-106.794998,5837,"NA","US","US-NM","Albuquerque","no",,,"KAEG","AEG",,"https://en.wikipedia.org/wiki/Double_Eagle_II_Airport",
3365,"KAEX","medium_airport","Alexandria International Airport",31.325828,-92.546702,89,"NA","US","US-LA","Alexandria","yes","KAEX","AEX","KAEX","AEX","https://www.alexandria-louisiana.com/alexandria-international-airport.htm","https://en.wikipedia.org/wiki/Alexandria_International_Airport_(Louisiana)","England Air Park, England Air Force Base"
3366,"KAFW","medium_airport","Perot Field/Fort Worth Alliance Airport",32.99044,-97.31947,722,"NA","US","US-TX","Fort Worth","no","KAFW","AFW","KAFW","AFW","http://www.allianceairport.com/","https://en.wikipedia.org/wiki/Fort_Worth_Alliance_Airport",
3367,"KAGC","medium_airport","Allegheny County Airport",40.354401,-79.930199,1252,"NA","US","US-PA","Pittsburgh","no","KAGC","AGC","KAGC","AGC",,"https://en.wikipedia.org/wiki/Allegheny_County_Airport",
3368,"KAGS","medium_airport","Augusta Regional At Bush Field",33.3699,-81.9645,144,"NA","US","US-GA","Augusta","yes","KAGS","AGS","KAGS","AGS",,"https://en.wikipedia.org/wiki/Augusta_Regional_Airport",
3369,"KAHN","medium_airport","Athens Ben Epps Airport",33.948842,-83.325634,808,"NA","US","US-GA","Athens","no","KAHN","AHN","KAHN","AHN",,"https://en.wikipedia.org/wiki/Athens-Ben_Epps_Airport",
19257,"KAIA","medium_airport","Alliance Municipal Airport",42.052543,-102.803965,3931,"NA","US","US-NE","Alliance","yes","KAIA","AIA","KAIA","AIA",,"https://en.wikipedia.org/wiki/Alliance_Municipal_Airport",
3370,"KAKR","medium_airport","Akron Fulton International Airport",41.037355,-81.46784,1067,"NA","US","US-OH","Akron","no","KAKR","AKC","KAKR","AKR","https://www.akronohio.gov/departments/service/engineering_bureau/akron_fulton_airport.php","https://en.wikipedia.org/wiki/Akron_Executive_Airport","Akron Executive, NAS Akron."
3371,"KALB","large_airport","Albany International Airport",42.748299,-73.801697,285,"NA","US","US-NY","Albany","yes","KALB","ALB","KALB","ALB","http://www.albanyairport.com/","https://en.wikipedia.org/wiki/Albany_International_Airport",
3372,"KALI","medium_airport","Alice International Airport",27.7409,-98.026901,178,"NA","US","US-TX","Alice","no","KALI","ALI","KALI","ALI",,"https://en.wikipedia.org/wiki/Alice_International_Airport",
3373,"KALM","medium_airport","Alamogordo White Sands Regional Airport",32.837818,-105.993149,4200,"NA","US","US-NM","Alamogordo","no","KALM","ALM","KALM","ALM",,"https://en.wikipedia.org/wiki/Alamogordo-White_Sands_Regional_Airport",
3374,"KALN","medium_airport","St Louis Regional Airport",38.89030075069999,-90.0459976196,544,"NA","US","US-IL","Alton/St Louis","no","KALN","ALN","KALN","ALN",,"https://en.wikipedia.org/wiki/St._Louis_Regional_Airport","Civic Memorial Airport"
3375,"KALO","medium_airport","Waterloo Regional Airport",42.557098388671875,-92.40029907226562,873,"NA","US","US-IA","Waterloo","yes","KALO","ALO","KALO","ALO",,"https://en.wikipedia.org/wiki/Waterloo_Regional_Airport",
19275,"KALS","medium_airport","San Luis Valley Regional Airport/Bergman Field",37.434898,-105.866997,7539,"NA","US","US-CO","Alamosa","yes","KALS","ALS","KALS","ALS","https://www.sanluisvalleyairport.org/","https://en.wikipedia.org/wiki/San_Luis_Valley_Regional_Airport",
3376,"KALW","medium_airport","Walla Walla Regional Airport",46.09489822,-118.288002,1194,"NA","US","US-WA","Walla Walla","yes","KALW","ALW","KALW","ALW",,"https://en.wikipedia.org/wiki/Walla_Walla_Regional_Airport",
3377,"KAMA","medium_airport","Rick Husband Amarillo International Airport",35.217857,-101.706444,3607,"NA","US","US-TX","Amarillo","yes","KAMA","AMA","KAMA","AMA","http://airport.amarillo.gov/","https://en.wikipedia.org/wiki/Rick_Husband_Amarillo_International_Airport",
3378,"KANB","medium_airport","Anniston Regional Airport",33.5882,-85.8581,612,"NA","US","US-AL","Anniston","no","KANB","ANB","KANB","ANB",,"https://en.wikipedia.org/wiki/Anniston_Metropolitan_Airport","Anniston Metropolitan"
3379,"KAND","medium_airport","Anderson Regional Airport",34.4945983887,-82.70939636230001,782,"NA","US","US-SC","Anderson","no","KAND","AND","KAND","AND",,"https://en.wikipedia.org/wiki/Anderson_Regional_Airport",
3380,"KAOO","medium_airport","Altoona Blair County Airport",40.296398,-78.32,1503,"NA","US","US-PA","Altoona","yes","KAOO","AOO","KAOO","AOO",,"https://en.wikipedia.org/wiki/Altoona-Blair_County_Airport",
19291,"KAPA","medium_airport","Centennial Airport",39.57009888,-104.848999,5885,"NA","US","US-CO","Denver","no","KAPA","APA","KAPA","APA",,"https://en.wikipedia.org/wiki/Centennial_Airport","Arapahoe County Airport"
19293,"KAPF","medium_airport","Naples Municipal Airport",26.1525993347,-81.7752990723,8,"NA","US","US-FL","Naples","no","KAPF","APF","KAPF","APF",,"https://en.wikipedia.org/wiki/Naples_Municipal_Airport",
3381,"KAPG","medium_airport","Phillips Army Air Field",39.466202,-76.1688,57,"NA","US","US-MD","Aberdeen","no","KAPG","APG","KAPG","APG",,"https://en.wikipedia.org/wiki/Phillips_Army_Airfield","Aberdeen Proving Grounds"
3382,"KAPN","medium_airport","Alpena County Regional Airport",45.0780983,-83.56030273,690,"NA","US","US-MI","Alpena","yes","KAPN","APN","KAPN","APN",,"https://en.wikipedia.org/wiki/Alpena_County_Regional_Airport",
19301,"KARA","medium_airport","Acadiana Regional Airport",30.0378,-91.883904,24,"NA","US","US-LA","New Iberia","no","KARA","ARA","KARA","ARA","http://www.flyiberiaparish.com/","https://en.wikipedia.org/wiki/Acadiana_Regional_Airport",
3383,"KART","medium_airport","Watertown International Airport",43.991901,-76.021698,325,"NA","US","US-NY","Watertown","yes","KART","ART","KART","ART",,"https://en.wikipedia.org/wiki/Watertown_International_Airport",
19308,"KASE","medium_airport","Aspen-Pitkin County Airport (Sardy Field)",39.223202,-106.869003,7820,"NA","US","US-CO","Aspen","yes","KASE","ASE","KASE","ASE","http://aspenairport.com/","https://en.wikipedia.org/wiki/Aspen%E2%80%93Pitkin_County_Airport",
19314,"KAST","medium_airport","Astoria Regional Airport",46.158000946,-123.878997803,15,"NA","US","US-OR","Astoria","no","KAST","AST","KAST","AST",,"https://en.wikipedia.org/wiki/Astoria_Regional_Airport",
3384,"KATL","large_airport","Hartsfield Jackson Atlanta International Airport",33.6367,-84.428101,1026,"NA","US","US-GA","Atlanta","yes","KATL","ATL","KATL","ATL","https://www.atl.com","https://en.wikipedia.org/wiki/Hartsfield–Jackson_Atlanta_International_Airport",
19320,"KATW","medium_airport","Appleton International Airport",44.258515,-88.519,918,"NA","US","US-WI","Appleton","yes","KATW","ATW","KATW","ATW","http://atwairport.com/","https://en.wikipedia.org/wiki/Outagamie_County_Regional_Airport","Outagamie County Regional Airport"
3385,"KATY","medium_airport","Watertown Regional Airport",44.91400146,-97.15470123,1749,"NA","US","US-SD","Watertown","yes","KATY","ATY","KATY","ATY",,"https://en.wikipedia.org/wiki/Watertown_Regional_Airport",
19321,"KAUG","medium_airport","Augusta State Airport",44.320598602299995,-69.7973022461,352,"NA","US","US-ME","Augusta","yes","KAUG","AUG","KAUG","AUG",,"https://en.wikipedia.org/wiki/Augusta_State_Airport",
3386,"KAUS","large_airport","Austin Bergstrom International Airport",30.197535,-97.662015,542,"NA","US","US-TX","Austin","yes","KAUS","AUS","KAUS","AUS","http://www.ci.austin.tx.us/austinairport/","https://en.wikipedia.org/wiki/Austin-Bergstrom_International_Airport","BSM, KBSM, Bergstrom AFB"
19326,"KAUW","medium_airport","Wausau Downtown Airport",44.9262008667,-89.6266021729,1201,"NA","US","US-WI","Wausau","no","KAUW","AUW","KAUW","AUW","http://www.ci.wausau.wi.us/Departments/Airport/GeneralInformation.aspx","https://en.wikipedia.org/wiki/Wausau_Downtown_Airport",
3387,"KAVL","medium_airport","Asheville Regional Airport",35.435488,-82.541853,2165,"NA","US","US-NC","Asheville","yes","KAVL","AVL","KAVL","AVL","https://flyavl.com","https://en.wikipedia.org/wiki/Asheville_Regional_Airport",
3388,"KAVP","medium_airport","Wilkes-Barre/Scranton International Airport",41.337064,-75.724232,962,"NA","US","US-PA","Wilkes-Barre/Scranton","yes","KAVP","AVP","KAVP","AVP","http://www.flyavp.com/","https://en.wikipedia.org/wiki/Wilkes-Barre/Scranton_International_Airport",
19334,"KAWO","medium_airport","Arlington Municipal Airport",48.161448,-122.158442,142,"NA","US","US-WA","Arlington","yes",,,"KAWO","AWO",,"https://en.wikipedia.org/wiki/Arlington_Municipal_Airport_(Washington)",
3389,"KAXN","medium_airport","Chandler Field",45.866299,-95.394699,1425,"NA","US","US-MN","Alexandria","no","KAXN","AXN","KAXN","AXN",,"https://en.wikipedia.org/wiki/Alexandria_Municipal_Airport",
3390,"KAZO","medium_airport","Kalamazoo/Battle Creek International Airport",42.232105,-85.549637,874,"NA","US","US-MI","Kalamazoo","yes","KAZO","AZO","KAZO","AZO","https://flyazo.com","https://en.wikipedia.org/wiki/Kalamazoo-Battle_Creek_International_Airport",
3391,"KBAB","medium_airport","Beale Air Force Base",39.136101,-121.436996,113,"NA","US","US-CA","Beale Air Force Base","no","KBAB","BAB","KBAB","BAB",,"https://en.wikipedia.org/wiki/Beale_Air_Force_Base","Marysville"
3392,"KBAD","medium_airport","Barksdale Air Force Base",32.501801,-93.662697,166,"NA","US","US-LA","Bossier City","no","KBAD","BAD","KBAD","BAD",,"https://en.wikipedia.org/wiki/Barksdale_Air_Force_Base",
3393,"KBAF","medium_airport","Westfield-Barnes Regional Airport",42.157799,-72.715599,271,"NA","US","US-MA","Westfield","no","KBAF","BAF","KBAF","BAF",,"https://en.wikipedia.org/wiki/Westfield-Barnes_Regional_Airport","Barnes Municipal Airport, Springfield"
3394,"KBAK","medium_airport","Columbus Municipal Airport",39.262386,-85.895576,656,"NA","US","US-IN","Columbus","no","KBAK","CLU","KBAK","BAK",,"https://en.wikipedia.org/wiki/Columbus_Municipal_Airport_(Indiana)",
19351,"KBAZ","medium_airport","New Braunfels National Airport",29.7045,-98.042198,651,"NA","US","US-TX","New Braunfels","no","KBAZ",,"KBAZ","BAZ","https://www.nbtexas.org/2393/Airport---KBAZ","https://en.wikipedia.org/wiki/New_Braunfels_Regional_Airport","3R5, Clear Springs AFB"
19353,"KBBD","medium_airport","Curtis Field",31.178931,-99.324732,1827,"NA","US","US-TX","Brady","no","KBBD","BBD","KBBD","BBD",,"https://en.wikipedia.org/wiki/Curtis_Field",
45961,"KBBG","medium_airport","Branson Airport",36.532082,-93.200544,1302,"NA","US","US-MO","Branson","yes","KBBG","BKG","KBBG","BBG","http://flybranson.com/","https://en.wikipedia.org/wiki/Branson_Airport",
19357,"KBCE","medium_airport","Bryce Canyon Airport",37.706401825,-112.144996643,7590,"NA","US","US-UT","Bryce Canyon","no","KBCE","BCE","KBCE","BCE","http://www.brycecanyonairport.com/","https://en.wikipedia.org/wiki/Bryce_Canyon_Airport",
19359,"KBCT","medium_airport","Boca Raton Airport",26.3785,-80.107697,13,"NA","US","US-FL","Boca Raton","no","KBCT","BCT","KBCT","BCT",,"https://en.wikipedia.org/wiki/Boca_Raton_Airport","Boca Raton AAF"
3395,"KBDE","medium_airport","Baudette International Airport",48.7284011841,-94.612197876,1086,"NA","US","US-MN","Baudette","no","KBDE","BDE","KBDE","BDE",,"https://en.wikipedia.org/wiki/Baudette_International_Airport",
3396,"KBDL","large_airport","Bradley International Airport",41.938555,-72.688016,173,"NA","US","US-CT","Hartford","yes","KBDL","BDL","KBDL","BDL","http://www.bradleyairport.com/","https://en.wikipedia.org/wiki/Bradley_International_Airport","HFD, Hartford"
3397,"KBDR","medium_airport","Igor I Sikorsky Memorial Airport",41.163502,-73.126198,9,"NA","US","US-CT","Bridgeport","no","KBDR","BDR","KBDR","BDR",,"https://en.wikipedia.org/wiki/Sikorsky_Memorial_Airport",
3398,"KBED","medium_airport","Laurence G Hanscom Field",42.470001,-71.289001,133,"NA","US","US-MA","Bedford","yes","KBED","BED","KBED","BED","http://www.massport.com/hansc/","https://en.wikipedia.org/wiki/Hanscom_Field","Hanscom Air Force Base"
3399,"KBFD","medium_airport","Bradford Regional Airport",41.8031005859375,-78.64009857177734,2143,"NA","US","US-PA","Bradford","yes","KBFD","BFD","KBFD","BFD",,"https://en.wikipedia.org/wiki/Bradford_Regional_Airport",
3400,"KBFF","medium_airport","Western Neb. Rgnl/William B. Heilig Airport",41.87400055,-103.5960007,3967,"NA","US","US-NE","Scottsbluff","yes","KBFF","BFF","KBFF","BFF",,"https://en.wikipedia.org/wiki/Western_Nebraska_Regional_Airport","William B. Heilig Field"
3401,"KBFI","medium_airport","King County International Airport - Boeing Field",47.527042,-122.29995,21,"NA","US","US-WA","Seattle","yes","KBFI","BFI","KBFI","BFI","https://kingcounty.gov/airport","https://en.wikipedia.org/wiki/Boeing_Field","Boeing Field"
3402,"KBFL","medium_airport","Meadows Field",35.433601,-119.056999,510,"NA","US","US-CA","Bakersfield","yes","KBFL","BFL","KBFL","BFL",,"https://en.wikipedia.org/wiki/Meadows_Field_Airport",
3403,"KBFM","medium_airport","Mobile Downtown Airport",30.626800537100003,-88.06809997559999,26,"NA","US","US-AL","Mobile","no","KBFM","BFM","KBFM","BFM",,"https://en.wikipedia.org/wiki/Mobile_Downtown_Airport",
3404,"KBGM","medium_airport","Greater Binghamton/Edwin A Link field",42.20869827,-75.97979736,1636,"NA","US","US-NY","Binghamton","yes","KBGM","BGM","KBGM","BGM","http://binghamtonairport.com/","https://en.wikipedia.org/wiki/Greater_Binghamton_Airport","Broome County Airport, Edwin A Link Field"
3405,"KBGR","medium_airport","Bangor International Airport",44.806364,-68.826668,192,"NA","US","US-ME","Bangor","yes","KBGR","BGR","KBGR","BGR","https://flybangor.com","https://en.wikipedia.org/wiki/Bangor_International_Airport",
19373,"KBHB","medium_airport","Hancock County-Bar Harbor Airport",44.45000076,-68.3615036,83,"NA","US","US-ME","Bar Harbor","yes","KBHB","BHB","KBHB","BHB",,"https://en.wikipedia.org/wiki/Hancock_County-Bar_Harbor_Airport",
3406,"KBHM","large_airport","Birmingham-Shuttlesworth International Airport",33.562877,-86.750712,650,"NA","US","US-AL","Birmingham","yes","KBHM","BHM","KBHM","BHM","http://www.flybirmingham.com/","https://en.wikipedia.org/wiki/Birmingham_International_Airport_(US)",
3407,"KBIF","medium_airport","Biggs Army Air Field (Fort Bliss)",31.84950066,-106.3799973,3946,"NA","US","US-TX","Fort Bliss/El Paso","no","KBIF","BIF","KBIF","BIF","https://www.bliss.army.mil/biggs/","https://en.wikipedia.org/wiki/Biggs_Army_Airfield","Fort Bliss"
19377,"KBIH","medium_airport","Eastern Sierra Regional Airport",37.3731,-118.363998,4124,"NA","US","US-CA","Bishop","yes","KBIH","BIH","KBIH","BIH","http://www.inyocounty.us/Airport/index.html","https://en.wikipedia.org/wiki/Eastern_Sierra_Regional_Airport",
3408,"KBIL","medium_airport","Billings Logan International Airport",45.808932,-108.541242,3652,"NA","US","US-MT","Billings","yes","KBIL","BIL","KBIL","BIL",,"https://en.wikipedia.org/wiki/Billings_Logan_International_Airport",
3409,"KBIS","medium_airport","Bismarck Municipal Airport",46.772734,-100.746874,1661,"NA","US","US-ND","Bismarck","yes","KBIS","BIS","KBIS","BIS","https://bismarckairport.com/","https://en.wikipedia.org/wiki/Bismarck_Municipal_Airport","Burleigh County Airport"
3410,"KBIX","medium_airport","Keesler Air Force Base",30.4104003906,-88.92440032959999,33,"NA","US","US-MS","Biloxi","no","KBIX","BIX","KBIX","BIX",,"https://en.wikipedia.org/wiki/Keesler_Air_Force_Base",
3411,"KBJC","medium_airport","Rocky Mountain Metropolitan Airport",39.908798,-105.116997,5673,"NA","US","US-CO","Denver","yes","KBJC","BJC","KBJC","BJC",,"https://en.wikipedia.org/wiki/Rocky_Mountain_Metropolitan_Airport","Jefferson County Airport, Jeffco Airport"
19380,"KBJI","medium_airport","Bemidji Regional Airport",47.50939941,-94.93370056,1391,"NA","US","US-MN","Bemidji","no","KBJI","BJI","KBJI","BJI","http://www.bemidjiairport.org/","https://en.wikipedia.org/wiki/Bemidji_Regional_Airport",
3412,"KBKE","medium_airport","Baker City Municipal Airport",44.837299346900004,-117.808998108,3373,"NA","US","US-OR","Baker City","no","KBKE","BKE","KBKE","BKE","http://www.bakeraircraft.com/","https://en.wikipedia.org/wiki/Baker_City_Municipal_Airport",
3413,"KBKF","medium_airport","Buckley Space Force Base",39.701698,-104.751999,5662,"NA","US","US-CO","Aurora","no","KBKF","BFK","KBKF","BKF","https://www.buckley.spaceforce.mil/","https://en.wikipedia.org/wiki/Buckley_Space_Force_Base","Buckley AFB, Buckley ANGB, Denver NAS, Buckley Field, Demolition Bombing Range–Lowry Auxiliary Field"
3414,"KBKL","medium_airport","Burke Lakefront Airport",41.51750183105469,-81.68329620361328,583,"NA","US","US-OH","Cleveland","no","KBKL","BKL","KBKL","BKL","http://www.clevelandairport.com/site/470/default.aspx","https://en.wikipedia.org/wiki/Cleveland_Burke_Lakefront_Airport",
3415,"KBKW","medium_airport","Raleigh County Memorial Airport",37.7873,-81.124199,2504,"NA","US","US-WV","Beaver","yes","KBKW","BKW","KBKW","BKW",,"https://en.wikipedia.org/wiki/Beckley_Raleigh_County_Memorial_Airport","Beckley"
19387,"KBLF","medium_airport","Mercer County Airport",37.295799,-81.207703,2857,"NA","US","US-WV","Bluefield","no","KBLF","BLF","KBLF","BLF",,"https://en.wikipedia.org/wiki/Mercer_County_Airport_(West_Virginia)",
19388,"KBLH","medium_airport","Blythe Airport",33.6192016602,-114.717002869,399,"NA","US","US-CA","Blythe","no","KBLH","BLH","KBLH","BLH",,"https://en.wikipedia.org/wiki/Blythe_Airport",
3416,"KBLI","medium_airport","Bellingham International Airport",48.79280090332031,-122.53800201416016,170,"NA","US","US-WA","Bellingham","yes","KBLI","BLI","KBLI","BLI",,"https://en.wikipedia.org/wiki/Bellingham_International_Airport",
3417,"KBLV","medium_airport","Scott AFB/Midamerica Airport",38.5452,-89.835197,459,"NA","US","US-IL","Belleville","yes","KBLV","BLV","KBLV","BLV",,"https://en.wikipedia.org/wiki/Scott_Air_Force_Base","Scott Air Force Base"
3418,"KBMG","medium_airport","Monroe County Airport",39.145999908447266,-86.61669921875,846,"NA","US","US-IN","Bloomington","no","KBMG","BMG","KBMG","BMG",,"https://en.wikipedia.org/wiki/Monroe_County_Airport_(Indiana)",
3419,"KBMI","medium_airport","Central Illinois Regional Airport at Bloomington-Normal",40.4771,-88.915901,871,"NA","US","US-IL","Bloomington/Normal","yes","KBMI","BMI","KBMI","BMI",,"https://en.wikipedia.org/wiki/Central_Illinois_Regional_Airport",
3420,"KBNA","large_airport","Nashville International Airport",36.1245,-86.6782,599,"NA","US","US-TN","Nashville","yes","KBNA","BNA","KBNA","BNA","https://flynashville.com/","https://en.wikipedia.org/wiki/Nashville_International_Airport",
19397,"KBNO","medium_airport","Burns Municipal Airport",43.590463,-118.955154,4148,"NA","US","US-OR","Burns","no","KBNO","BNO","KBNO","BNO","http://www.ci.burns.or.us/airport.html","https://en.wikipedia.org/wiki/Burns_Municipal_Airport",
3421,"KBOI","large_airport","Boise Air Terminal/Gowen Field",43.5644,-116.223,2871,"NA","US","US-ID","Boise","yes","KBOI","BOI","KBOI","BOI","http://www.cityofboise.org/departments/airport/","https://en.wikipedia.org/wiki/Boise_Airport","Boise Air Terminal, Gowen Field"
3422,"KBOS","large_airport","Boston Logan International Airport",42.36197,-71.0079,20,"NA","US","US-MA","Boston","yes","KBOS","BOS","KBOS","BOS","http://www.massport.com/logan/","https://en.wikipedia.org/wiki/Logan_International_Airport","General Edward Lawrence Logan International Airport"
19401,"KBPI","medium_airport","Miley Memorial Field",42.58509827,-110.1110001,6990,"NA","US","US-WY","Big Piney","no","KBPI","BPI","KBPI","BPI",,"https://en.wikipedia.org/wiki/Miley_Memorial_Field","Big Piney-Marbleton Airport"
19402,"KBPK","medium_airport","Ozark Regional Airport",36.3689002991,-92.47049713130001,928,"NA","US","US-AR","Mountain Home","no","KBPK","WMH","KBPK","BPK","http://www.flytheozarks.com/","https://en.wikipedia.org/wiki/Ozark_Regional_Airport","Baxter County Regional Airport"
3423,"KBPT","medium_airport","Jack Brooks Regional Airport",29.9508,-94.020699,15,"NA","US","US-TX","Beaumont/Port Arthur","yes","KBPT","BPT","KBPT","BPT","https://flysetx.com/","https://en.wikipedia.org/wiki/Jack_Brooks_Regional_Airport","Southeast Texas Regional"
3424,"KBQK","medium_airport","Brunswick Golden Isles Airport",31.258801,-81.466499,26,"NA","US","US-GA","Brunswick","yes","KBQK","BQK","KBQK","BQK",,"https://en.wikipedia.org/wiki/Brunswick_Golden_Isles_Airport","Glynco Jetport"
19406,"KBRD","medium_airport","Brainerd Lakes Regional Airport",46.402861,-94.129727,1232,"NA","US","US-MN","Brainerd","yes","KBRD","BRD","KBRD","BRD","http://brainerdairport.com/","https://en.wikipedia.org/wiki/Brainerd_Lakes_Regional_Airport","Crow Wing County Airport"
3425,"KBRL","medium_airport","Southeast Iowa Regional Airport",40.783199310302734,-91.12550354003906,698,"NA","US","US-IA","Burlington","yes","KBRL","BRL","KBRL","BRL",,"https://en.wikipedia.org/wiki/Southeast_Iowa_Regional_Airport",
3426,"KBRO","medium_airport","Brownsville South Padre Island International Airport",25.907238,-97.425235,22,"NA","US","US-TX","Brownsville","yes","KBRO","BRO","KBRO","BRO","https://flybrownsville.com","https://en.wikipedia.org/wiki/Brownsville/South_Padre_Island_International_Airport",
3427,"KBTL","medium_airport","Battle Creek Executive Airport at Kellogg Field",42.307301,-85.251503,952,"NA","US","US-MI","Battle Creek","no","KBTL","BTL","KBTL","BTL","http://www.battlecreekmi.gov/City_Government/Departments/W_K__Kellogg_Airport.htm","https://en.wikipedia.org/wiki/W.K._Kellogg_Regional_Airport","W K Kellogg"
3428,"KBTM","medium_airport","Bert Mooney Airport",45.95479965209961,-112.49700164794922,5550,"NA","US","US-MT","Butte","yes","KBTM","BTM","KBTM","BTM",,"https://en.wikipedia.org/wiki/Bert_Mooney_Airport",
3429,"KBTR","medium_airport","Baton Rouge Metropolitan Airport",30.533199,-91.149597,70,"NA","US","US-LA","Baton Rouge","yes","KBTR","BTR","KBTR","BTR",,"https://en.wikipedia.org/wiki/Baton_Rouge_Metropolitan_Airport",
3430,"KBTV","medium_airport","Patrick Leahy Burlington International Airport",44.471901,-73.153297,335,"NA","US","US-VT","Burlington","yes","KBTV","BTV","KBTV","BTV","http://www.vermontairports.com/btv.html","https://en.wikipedia.org/wiki/Burlington_International_Airport",
3431,"KBUF","large_airport","Buffalo Niagara International Airport",42.940498,-78.732201,728,"NA","US","US-NY","Buffalo","yes","KBUF","BUF","KBUF","BUF","https://www.buffaloairport.com/","https://en.wikipedia.org/wiki/Buffalo_Niagara_International_Airport",
3432,"KBUR","large_airport","Hollywood Burbank Airport",34.202834,-118.35805,778,"NA","US","US-CA","Burbank","yes","KBUR","BUR","KBUR","BUR","https://www.hollywoodburbankairport.com/","https://en.wikipedia.org/wiki/Hollywood_Burbank_Airport","United Airport, Union Air Terminal, Lockheed Air Terminal, Burbank–Glendale–Pasadena"
19417,"KBVI","medium_airport","Beaver County Airport",40.772499,-80.391403,1253,"NA","US","US-PA","Beaver Falls","no","KBVI","BFP","KBVI","BVI",,"https://en.wikipedia.org/wiki/Beaver_County_Airport",
